Date,Active_Lever_Presses,Inactive_Lever_Presses,Session_Number,Stage,Animal.ID,Genotype,Drug,Dose
2018-09-20,938,37,5,PR 2HR,81,KI,,
2018-09-21,517,4,22,FR5,81,KI,,
2018-09-24,517,2,23,FR5,81,KI,,
2018-09-25,1052,27,3,PR 2HR + ATO,81,KI,Saline,0
2018-07-23,13,0,1,FR1 SL,79,KI,,
2018-07-24,23,0,2,FR1 SL,79,KI,,
2018-07-25,66,0,3,FR1 SL,79,KI,,
2018-07-26,127,0,4,FR1 SL,79,KI,,
2018-07-27,109,27,1,FR1 DL,79,KI,,
2018-07-30,113,23,2,FR1 DL,79,KI,,
2018-07-31,108,20,3,FR1 DL,79,KI,,
2018-08-01,128,19,4,FR1 DL,79,KI,,
2018-08-02,213,5,1,FR3,79,KI,,
2018-08-03,268,7,2,FR3,79,KI,,
2018-08-06,245,24,3,FR3,79,KI,,
2018-08-07,288,26,4,FR3,79,KI,,
2018-08-08,417,24,1,FR5,79,KI,,
2018-08-09,413,26,2,FR5,79,KI,,
2018-08-10,420,13,3,FR5,79,KI,,
2018-08-13,451,22,4,FR5,79,KI,,
2018-08-14,162,7,1,FR5 DEVAL,79,KI,,
2018-08-15,395,30,5,FR5,79,KI,,
2018-08-16,509,26,6,FR5,79,KI,,
2018-08-17,160,13,2,FR5 DEVAL,79,KI,,
2018-08-20,420,24,7,FR5,79,KI,,
2018-08-21,416,15,8,FR5,79,KI,,
2018-08-22,476,12,9,FR5,79,KI,,
2018-08-23,498,13,10,FR5,79,KI,,
2018-08-24,485,8,11,FR5,79,KI,,
2018-08-27,470,16,12,FR5,79,KI,,
2018-08-28,1065,35,1,PR 2HR,79,KI,,
2018-08-29,512,16,13,FR5,79,KI,,
2018-08-30,879,53,2,PR 2HR,79,KI,,
2018-08-31,500,7,14,FR5,79,KI,,
2018-09-03,508,6,15,FR5,79,KI,,
2018-09-04,755,30,3,PR 2HR,79,KI,,
2018-09-05,515,5,16,FR5,79,KI,,
2018-09-06,576,10,1,PR DL/FR5 DL,79,KI,,
2018-09-07,1004,61,2,FR5 DL/PR DL,79,KI,,
2018-09-10,538,18,17,FR5,79,KI,,
2018-09-11,887,33,1,PR 2HR + ATO,79,KI,ATO,3
2018-09-12,536,18,18,FR5,79,KI,,
2018-09-13,1032,48,4,PR 2HR,79,KI,,
2018-09-14,565,21,19,FR5,79,KI,,
2018-09-17,521,12,20,FR5,79,KI,,
2018-09-18,716,22,2,PR 2HR + ATO,79,KI,ATO,1
2018-09-19,460,9,21,FR5,79,KI,,
2018-09-20,1156,39,5,PR 2HR,79,KI,,
2018-09-21,539,16,22,FR5,79,KI,,
2018-09-24,495,11,23,FR5,79,KI,,
2018-09-25,1142,51,3,PR 2HR + ATO,79,KI,Saline,0
2018-07-23,11,0,1,FR1 SL,77,KI,,
2018-07-24,47,0,2,FR1 SL,77,KI,,
2018-07-25,125,0,3,FR1 SL,77,KI,,
2018-07-26,143,0,4,FR1 SL,77,KI,,
2018-07-27,93,51,1,FR1 DL,77,KI,,
2018-07-30,70,12,2,FR1 DL,77,KI,,
2018-07-31,90,18,3,FR1 DL,77,KI,,
2018-08-01,96,19,4,FR1 DL,77,KI,,
2018-08-02,209,18,1,FR3,77,KI,,
2018-08-03,173,13,2,FR3,77,KI,,
2018-08-06,164,4,3,FR3,77,KI,,
2018-08-07,194,8,4,FR3,77,KI,,
2018-08-08,310,10,1,FR5,77,KI,,
2018-08-09,326,3,2,FR5,77,KI,,
2018-08-10,265,4,3,FR5,77,KI,,
2018-08-13,238,4,4,FR5,77,KI,,
2018-08-14,76,3,1,FR5 DEVAL,77,KI,,
2018-08-15,248,8,5,FR5,77,KI,,
2018-08-16,321,2,6,FR5,77,KI,,
2018-08-17,75,3,2,FR5 DEVAL,77,KI,,
2018-08-20,230,3,7,FR5,77,KI,,
2018-08-21,356,8,8,FR5,77,KI,,
2018-08-22,366,6,9,FR5,77,KI,,
2018-08-23,310,7,10,FR5,77,KI,,
2018-08-24,400,6,11,FR5,77,KI,,
2018-08-27,295,1,12,FR5,77,KI,,
2018-08-28,423,21,1,PR 2HR,77,KI,,
2018-08-29,143,5,13,FR5,77,KI,,
2018-08-30,525,10,2,PR 2HR,77,KI,,
2018-08-31,412,4,14,FR5,77,KI,,
2018-09-03,364,4,15,FR5,77,KI,,
2018-09-04,497,15,3,PR 2HR,77,KI,,
2018-09-05,345,4,16,FR5,77,KI,,
2018-09-06,400,4,1,PR DL/FR5 DL,77,KI,,
2018-09-07,841,17,2,FR5 DL/PR DL,77,KI,,
2018-09-10,443,3,17,FR5,77,KI,,
2018-09-11,213,5,1,PR 2HR + ATO,77,KI,ATO,3
2018-09-12,390,2,18,FR5,77,KI,,
2018-09-13,870,6,4,PR 2HR,77,KI,,
2018-09-14,476,2,19,FR5,77,KI,,
2018-09-17,440,0,20,FR5,77,KI,,
2018-09-18,484,0,2,PR 2HR + ATO,77,KI,ATO,1
2018-09-19,415,2,21,FR5,77,KI,,
2018-09-20,956,6,5,PR 2HR,77,KI,,
2018-09-21,430,3,22,FR5,77,KI,,
2018-09-24,390,2,23,FR5,77,KI,,
2018-09-25,674,13,3,PR 2HR + ATO,77,KI,Saline,0
2018-07-23,23,0,1,FR1 SL,84,KI,,
2018-07-24,87,0,2,FR1 SL,84,KI,,
2018-07-25,122,0,3,FR1 SL,84,KI,,
2018-07-26,105,0,4,FR1 SL,84,KI,,
2018-07-27,101,7,1,FR1 DL,84,KI,,
2018-07-30,116,1,2,FR1 DL,84,KI,,
2018-07-31,143,1,3,FR1 DL,84,KI,,
2018-08-01,118,8,4,FR1 DL,84,KI,,
2018-08-02,285,8,1,FR3,84,KI,,
2018-08-03,360,7,2,FR3,84,KI,,
2018-08-06,300,2,3,FR3,84,KI,,
2018-08-07,299,1,4,FR3,84,KI,,
2018-08-08,410,4,1,FR5,84,KI,,
2018-08-09,455,0,2,FR5,84,KI,,
2018-08-10,475,3,3,FR5,84,KI,,
2018-08-13,305,6,4,FR5,84,KI,,
2018-08-14,90,0,1,FR5 DEVAL,84,KI,,
2018-08-15,208,0,5,FR5,84,KI,,
2018-08-16,285,1,6,FR5,84,KI,,
2018-08-17,118,0,2,FR5 DEVAL,84,KI,,
2018-08-20,302,1,7,FR5,84,KI,,
2018-08-21,335,0,8,FR5,84,KI,,
2018-08-22,385,4,9,FR5,84,KI,,
2018-08-23,370,1,10,FR5,84,KI,,
2018-08-24,410,1,11,FR5,84,KI,,
2018-08-27,218,0,12,FR5,84,KI,,
2018-08-28,548,12,1,PR 2HR,84,KI,,
2018-08-29,220,2,13,FR5,84,KI,,
2018-08-30,508,8,2,PR 2HR,84,KI,,
2018-08-31,233,8,14,FR5,84,KI,,
2018-09-03,265,2,15,FR5,84,KI,,
2018-09-04,756,3,3,PR 2HR,84,KI,,
2018-09-05,386,8,16,FR5,84,KI,,
2018-09-06,1011,15,1,PR DL/FR5 DL,84,KI,,
2018-09-07,475,3,2,FR5 DL/PR DL,84,KI,,
2018-09-10,498,0,17,FR5,84,KI,,
2018-09-11,851,23,1,PR 2HR + ATO,84,KI,Saline,0
2018-09-12,430,3,18,FR5,84,KI,,
2018-09-13,740,13,4,PR 2HR,84,KI,,
2018-09-14,395,2,19,FR5,84,KI,,
2018-09-17,445,4,20,FR5,84,KI,,
2018-09-18,641,14,2,PR 2HR + ATO,84,KI,ATO,3
2018-09-19,353,6,21,FR5,84,KI,,
2018-09-20,740,34,5,PR 2HR,84,KI,,
2018-09-21,330,14,22,FR5,84,KI,,
2018-09-24,330,4,23,FR5,84,KI,,
2018-09-25,574,25,3,PR 2HR + ATO,84,KI,ATO,1
2018-07-23,19,0,1,FR1 SL,80,KI,,
2018-07-24,44,0,2,FR1 SL,80,KI,,
2018-07-25,102,0,3,FR1 SL,80,KI,,
2018-07-26,107,0,4,FR1 SL,80,KI,,
2018-07-27,132,24,1,FR1 DL,80,KI,,
2018-07-30,94,37,2,FR1 DL,80,KI,,
2018-07-31,112,42,3,FR1 DL,80,KI,,
2018-08-01,105,19,4,FR1 DL,80,KI,,
2018-08-02,282,10,1,FR3,80,KI,,
2018-08-03,287,17,2,FR3,80,KI,,
2018-08-06,289,6,3,FR3,80,KI,,
2018-08-07,374,6,4,FR3,80,KI,,
2018-08-08,538,7,1,FR5,80,KI,,
2018-08-09,535,20,2,FR5,80,KI,,
2018-08-10,564,14,3,FR5,80,KI,,
2018-08-13,505,19,4,FR5,80,KI,,
2018-08-14,145,10,1,FR5 DEVAL,80,KI,,
2018-08-15,342,7,5,FR5,80,KI,,
2018-08-16,605,8,6,FR5,80,KI,,
2018-08-17,144,1,2,FR5 DEVAL,80,KI,,
2018-08-20,528,12,7,FR5,80,KI,,
2018-08-21,678,5,8,FR5,80,KI,,
2018-08-22,369,12,9,FR5,80,KI,,
2018-08-23,534,12,10,FR5,80,KI,,
2018-08-24,546,3,11,FR5,80,KI,,
2018-08-27,526,5,12,FR5,80,KI,,
2018-08-28,1006,15,1,PR 2HR,80,KI,,
2018-08-29,315,4,13,FR5,80,KI,,
2018-08-30,1001,6,2,PR 2HR,80,KI,,
2018-08-31,480,5,14,FR5,80,KI,,
2018-09-03,565,5,15,FR5,80,KI,,
2018-09-04,1245,13,3,PR 2HR,80,KI,,
2018-09-05,556,1,16,FR5,80,KI,,
2018-09-06,1327,16,1,PR DL/FR5 DL,80,KI,,
2018-09-07,614,12,2,FR5 DL/PR DL,80,KI,,
2018-09-10,585,10,17,FR5,80,KI,,
2018-09-11,1327,34,1,PR 2HR + ATO,80,KI,Saline,0
2018-09-12,572,15,18,FR5,80,KI,,
2018-09-13,1327,49,4,PR 2HR,80,KI,,
2018-09-14,650,25,19,FR5,80,KI,,
2018-09-17,660,16,20,FR5,80,KI,,
2018-09-18,943,9,2,PR 2HR + ATO,80,KI,ATO,3
2018-09-19,558,8,21,FR5,80,KI,,
2018-09-20,1327,42,5,PR 2HR,80,KI,,
2018-09-21,605,12,22,FR5,80,KI,,
2018-09-24,488,9,23,FR5,80,KI,,
2018-09-25,1172,20,3,PR 2HR + ATO,80,KI,ATO,1
2018-07-23,44,0,1,FR1 SL,58,KI,,
2018-07-24,22,0,2,FR1 SL,58,KI,,
2018-07-25,38,0,3,FR1 SL,58,KI,,
2018-07-26,80,0,4,FR1 SL,58,KI,,
2018-07-27,83,2,1,FR1 DL,58,KI,,
2018-07-30,77,3,2,FR1 DL,58,KI,,
2018-07-31,122,3,3,FR1 DL,58,KI,,
2018-08-01,123,0,4,FR1 DL,58,KI,,
2018-08-02,210,4,1,FR3,58,KI,,
2018-08-03,318,0,2,FR3,58,KI,,
2018-08-06,207,0,3,FR3,58,KI,,
2018-08-07,369,0,4,FR3,58,KI,,
2018-08-08,454,0,1,FR5,58,KI,,
2018-08-09,475,0,2,FR5,58,KI,,
2018-08-10,396,1,3,FR5,58,KI,,
2018-08-13,380,1,4,FR5,58,KI,,
2018-08-14,145,0,1,FR5 DEVAL,58,KI,,
2018-08-15,223,2,5,FR5,58,KI,,
2018-08-16,292,5,6,FR5,58,KI,,
2018-08-17,103,4,2,FR5 DEVAL,58,KI,,
2018-08-20,309,1,7,FR5,58,KI,,
2018-08-21,380,5,8,FR5,58,KI,,
2018-08-22,368,1,9,FR5,58,KI,,
2018-08-23,462,1,10,FR5,58,KI,,
2018-08-24,530,0,11,FR5,58,KI,,
2018-08-27,401,1,12,FR5,58,KI,,
2018-08-28,991,3,1,PR 2HR,58,KI,,
2018-08-29,228,1,13,FR5,58,KI,,
2018-08-30,479,12,2,PR 2HR,58,KI,,
2018-08-31,156,5,14,FR5,58,KI,,
2018-09-03,347,0,15,FR5,58,KI,,
2018-09-04,475,4,3,PR 2HR,58,KI,,
2018-09-05,270,2,16,FR5,58,KI,,
2018-09-06,522,7,1,PR DL/FR5 DL,58,KI,,
2018-09-07,234,2,2,FR5 DL/PR DL,58,KI,,
2018-09-10,350,3,17,FR5,58,KI,,
2018-09-11,679,7,1,PR 2HR + ATO,58,KI,Saline,0
2018-09-12,315,3,18,FR5,58,KI,,
2018-09-13,688,4,4,PR 2HR,58,KI,,
2018-09-14,433,0,19,FR5,58,KI,,
2018-09-17,538,0,20,FR5,58,KI,,
2018-09-18,665,2,2,PR 2HR + ATO,58,KI,ATO,3
2018-09-19,447,2,21,FR5,58,KI,,
2018-09-20,731,2,5,PR 2HR,58,KI,,
2018-09-21,438,0,22,FR5,58,KI,,
2018-09-24,407,2,23,FR5,58,KI,,
2018-09-25,716,2,3,PR 2HR + ATO,58,KI,ATO,1
2018-07-23,18,0,1,FR1 SL,59,KI,,
2018-07-24,26,0,2,FR1 SL,59,KI,,
2018-07-25,87,0,3,FR1 SL,59,KI,,
2018-07-26,134,0,4,FR1 SL,59,KI,,
2018-07-27,91,1,1,FR1 DL,59,KI,,
2018-07-30,70,11,2,FR1 DL,59,KI,,
2018-07-31,106,5,3,FR1 DL,59,KI,,
2018-08-01,106,2,4,FR1 DL,59,KI,,
2018-08-02,273,5,1,FR3,59,KI,,
2018-08-03,296,0,2,FR3,59,KI,,
2018-08-06,243,0,3,FR3,59,KI,,
2018-08-07,257,1,4,FR3,59,KI,,
2018-08-08,388,10,1,FR5,59,KI,,
2018-08-09,440,5,2,FR5,59,KI,,
2018-08-10,435,7,3,FR5,59,KI,,
2018-08-13,343,8,4,FR5,59,KI,,
2018-08-14,93,2,1,FR5 DEVAL,59,KI,,
2018-08-15,380,10,5,FR5,59,KI,,
2018-08-16,452,6,6,FR5,59,KI,,
2018-08-17,76,5,2,FR5 DEVAL,59,KI,,
2018-08-20,505,9,7,FR5,59,KI,,
2018-08-21,550,6,8,FR5,59,KI,,
2018-08-22,615,2,9,FR5,59,KI,,
2018-08-23,521,1,10,FR5,59,KI,,
2018-08-24,509,6,11,FR5,59,KI,,
2018-08-27,480,1,12,FR5,59,KI,,
2018-08-28,802,12,1,PR 2HR,59,KI,,
2018-08-29,237,11,13,FR5,59,KI,,
2018-08-30,922,27,2,PR 2HR,59,KI,,
2018-08-31,408,9,14,FR5,59,KI,,
2018-09-03,488,6,15,FR5,59,KI,,
2018-09-04,893,37,3,PR 2HR,59,KI,,
2018-09-05,441,10,16,FR5,59,KI,,
2018-09-06,796,5,1,PR DL/FR5 DL,59,KI,,
2018-09-07,422,4,2,FR5 DL/PR DL,59,KI,,
2018-09-10,450,6,17,FR5,59,KI,,
2018-09-11,935,15,1,PR 2HR + ATO,59,KI,Saline,0
2018-09-12,409,10,18,FR5,59,KI,,
2018-09-13,799,14,4,PR 2HR,59,KI,,
2018-09-14,380,5,19,FR5,59,KI,,
2018-09-17,472,3,20,FR5,59,KI,,
2018-09-18,433,4,2,PR 2HR + ATO,59,KI,ATO,3
2018-09-19,451,5,21,FR5,59,KI,,
2018-09-20,990,13,5,PR 2HR,59,KI,,
2018-09-21,400,4,22,FR5,59,KI,,
2018-09-24,442,6,23,FR5,59,KI,,
2018-09-25,703,19,3,PR 2HR + ATO,59,KI,ATO,1
2018-07-23,6,0,1,FR1 SL,61,KI,,
2018-07-24,45,0,2,FR1 SL,61,KI,,
2018-07-25,57,0,3,FR1 SL,61,KI,,
2018-07-26,90,0,4,FR1 SL,61,KI,,
2018-07-27,152,5,1,FR1 DL,61,KI,,
2018-07-30,95,1,2,FR1 DL,61,KI,,
2018-07-31,106,3,3,FR1 DL,61,KI,,
2018-08-01,122,1,4,FR1 DL,61,KI,,
2018-08-02,231,1,1,FR3,61,KI,,
2018-08-03,225,2,2,FR3,61,KI,,
2018-08-06,322,3,3,FR3,61,KI,,
2018-08-07,330,10,4,FR3,61,KI,,
2018-08-08,535,0,1,FR5,61,KI,,
2018-08-09,530,6,2,FR5,61,KI,,
2018-08-10,500,10,3,FR5,61,KI,,
2018-08-13,454,9,4,FR5,61,KI,,
2018-08-14,105,3,1,FR5 DEVAL,61,KI,,
2018-08-15,280,7,5,FR5,61,KI,,
2018-08-16,290,4,6,FR5,61,KI,,
2018-08-17,39,1,2,FR5 DEVAL,61,KI,,
2018-08-20,250,8,7,FR5,61,KI,,
2018-08-21,390,3,8,FR5,61,KI,,
2018-08-22,465,9,9,FR5,61,KI,,
2018-08-23,477,11,10,FR5,61,KI,,
2018-08-24,470,4,11,FR5,61,KI,,
2018-08-27,385,12,12,FR5,61,KI,,
2018-08-28,705,47,1,PR 2HR,61,KI,,
2018-08-29,111,1,13,FR5,61,KI,,
2018-08-30,443,23,2,PR 2HR,61,KI,,
2018-08-31,195,1,14,FR5,61,KI,,
2018-09-03,361,0,15,FR5,61,KI,,
2018-09-04,506,18,3,PR 2HR,61,KI,,
2018-09-05,362,3,16,FR5,61,KI,,
2018-09-06,562,18,1,PR DL/FR5 DL,61,KI,,
2018-09-07,432,5,2,FR5 DL/PR DL,61,KI,,
2018-09-10,485,1,17,FR5,61,KI,,
2018-09-11,590,40,1,PR 2HR + ATO,61,KI,Saline,0
2018-09-12,455,3,18,FR5,61,KI,,
2018-09-13,772,55,4,PR 2HR,61,KI,,
2018-09-14,593,5,19,FR5,61,KI,,
2018-09-17,494,2,20,FR5,61,KI,,
2018-09-18,474,35,2,PR 2HR + ATO,61,KI,ATO,3
2018-09-19,464,8,21,FR5,61,KI,,
2018-09-20,924,54,5,PR 2HR,61,KI,,
2018-09-21,521,10,22,FR5,61,KI,,
2018-09-24,385,9,23,FR5,61,KI,,
2018-09-25,620,35,3,PR 2HR + ATO,61,KI,ATO,1
